Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ES-2015-5268439,42124,42126,Second Class,HJ-14875,Heather Jas,Home Office,Versailles,Ile-de-France,France,Central,OFF-BI-10003899,Office Supplies,Binders,"Avery 3-Hole Punch, Recycled",56.46,2,0,0
ES-2015-5268439,42124,42126,Second Class,HJ-14875,Heather Jas,Home Office,Versailles,Ile-de-France,France,Central,OFF-AR-10004519,Office Supplies,Art,"Boston Canvas, Fluorescent",384.3,7,0,69.09
ES-2015-5268439,42124,42126,Second Class,HJ-14875,Heather Jas,Home Office,Versailles,Ile-de-France,France,Central,OFF-BI-10003763,Office Supplies,Binders,"Ibico Index Tab, Economy",20.82,2,0,7.02
ES-2015-4366058,42276,42278,Second Class,VT-21700,Valerie Takahito,Home Office,Valencia,Valenciana,Spain,South,OFF-FA-10001613,Office Supplies,Fasteners,"OIC Thumb Tacks, Bulk Pack",28.14,2,0,10.38
ES-2015-4366058,42276,42278,Second Class,VT-21700,Valerie Takahito,Home Office,Valencia,Valenciana,Spain,South,OFF-AR-10000833,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Water Color",89.55,3,0,20.52
ES-2015-3948308,42086,42091,Second Class,CD-11980,Carol Darley,Consumer,Augsburg,Bavaria,Germany,Central,OFF-BI-10003058,Office Supplies,Binders,"Acco Binder Covers, Economy",39.96,3,0,16.38
ES-2015-3948308,42086,42091,Second Class,CD-11980,Carol Darley,Consumer,Augsburg,Bavaria,Germany,Central,OFF-PA-10003455,Office Supplies,Paper,"Xerox Cards & Envelopes, Premium",89.94,2,0,26.94
ES-2015-1822857,42162,42166,Standard Class,AF-10885,Art Foster,Consumer,London,England,United Kingdom,North,OFF-AP-10001882,Office Supplies,Appliances,"Breville Coffee Grinder, Silver",225.396,4,0.1,75.036
ES-2015-1786064,42338,42342,Standard Class,BP-11290,Beth Paige,Consumer,Torrevieja,Valenciana,Spain,South,OFF-BI-10000482,Office Supplies,Binders,"Acco 3-Hole Punch, Recycled",152.4,5,0,13.65
ES-2015-3528133,42085,42088,First Class,AB-10015,Aaron Bergman,Consumer,Marsala,Sicily,Italy,South,TEC-PH-10001382,Technology,Phones,"Apple Office Telephone, Cordless",81.756,2,0.4,13.596
ES-2015-3528133,42085,42088,First Class,AB-10015,Aaron Bergman,Consumer,Marsala,Sicily,Italy,South,OFF-LA-10001169,Office Supplies,Labels,"Harbour Creations Round Labels, Laser Printer Compatible",47.25,7,0,6.93
ES-2015-3528133,42085,42088,First Class,AB-10015,Aaron Bergman,Consumer,Marsala,Sicily,Italy,South,OFF-SU-10000255,Office Supplies,Supplies,"Elite Box Cutter, High Speed",104.67,3,0,41.85
ES-2015-1881074,42233,42237,Standard Class,ML-18265,Muhammed Lee,Consumer,Cologne,North Rhine-Westphalia,Germany,Central,OFF-AR-10001529,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Easy-Erase",111.72,4,0,12.24
ES-2015-1881074,42233,42237,Standard Class,ML-18265,Muhammed Lee,Consumer,Cologne,North Rhine-Westphalia,Germany,Central,OFF-ST-10002608,Office Supplies,Storage,"Eldon Box, Industrial",28.998,3,0.1,8.658
ES-2015-1881074,42233,42237,Standard Class,ML-18265,Muhammed Lee,Consumer,Cologne,North Rhine-Westphalia,Germany,Central,OFF-ST-10004377,Office Supplies,Storage,"Rogers File Cart, Single Width",509.868,4,0.1,90.588
ES-2015-1881074,42233,42237,Standard Class,ML-18265,Muhammed Lee,Consumer,Cologne,North Rhine-Westphalia,Germany,Central,OFF-FA-10004754,Office Supplies,Fasteners,"Advantus Rubber Bands, 12 Pack",32.04,2,0,8.64
ES-2015-5095223,42311,42316,Second Class,BS-11365,Bill Shonely,Corporate,Ipswich,England,United Kingdom,North,OFF-PA-10002524,Office Supplies,Paper,"Enermax Note Cards, 8.5 x 11",85.23,3,0,35.73
ES-2015-5095223,42311,42316,Second Class,BS-11365,Bill Shonely,Corporate,Ipswich,England,United Kingdom,North,OFF-BI-10001984,Office Supplies,Binders,"Ibico Binding Machine, Economy",154.26,3,0,13.86
ES-2015-5596924,42169,42173,Standard Class,SM-20005,Sally Matthias,Consumer,Venice,Veneto,Italy,South,OFF-PA-10001536,Office Supplies,Paper,"SanDisk Message Books, 8.5 x 11",111.84,4,0,54.72
ES-2015-5596924,42169,42173,Standard Class,SM-20005,Sally Matthias,Consumer,Venice,Veneto,Italy,South,OFF-ST-10004855,Office Supplies,Storage,"Smead Lockers, Industrial",238.68,2,0.4,-47.76
ES-2015-5796288,42270,42275,Standard Class,HL-15040,Hunter Lopez,Consumer,Cologne,North Rhine-Westphalia,Germany,Central,OFF-BI-10003642,Office Supplies,Binders,"Wilson Jones Binder, Economy",65.1,5,0,20.1
ES-2015-5796288,42270,42275,Standard Class,HL-15040,Hunter Lopez,Consumer,Cologne,North Rhine-Westphalia,Germany,Central,OFF-ST-10002354,Office Supplies,Storage,"Eldon Lockers, Wire Frame",1240.974,7,0.1,137.844
ES-2015-3353574,42057,42061,Standard Class,PG-18895,Paul Gonzalez,Consumer,Grosseto,Tuscany,Italy,South,OFF-BI-10000368,Office Supplies,Binders,"Avery Binder Covers, Durable",62.85,5,0,8.1
ES-2015-3353574,42057,42061,Standard Class,PG-18895,Paul Gonzalez,Consumer,Grosseto,Tuscany,Italy,South,OFF-BI-10001253,Office Supplies,Binders,"Acco Binder Covers, Recycled",41.04,3,0,12.24
ES-2015-3353574,42057,42061,Standard Class,PG-18895,Paul Gonzalez,Consumer,Grosseto,Tuscany,Italy,South,TEC-MA-10002118,Technology,Machines,"Konica Printer, Red",476.982,3,0.4,39.672
ES-2015-3353574,42057,42061,Standard Class,PG-18895,Paul Gonzalez,Consumer,Grosseto,Tuscany,Italy,South,OFF-BI-10002986,Office Supplies,Binders,"Avery Binder Covers, Recycled",22.86,2,0,8.22
ES-2015-3353574,42057,42061,Standard Class,PG-18895,Paul Gonzalez,Consumer,Grosseto,Tuscany,Italy,South,FUR-FU-10000620,Furniture,Furnishings,"Advantus Clock, Black",102.78,2,0,29.76
ES-2015-5693005,42317,42317,Same Day,AG-10495,Andrew Gjertsen,Corporate,Pforzheim,Baden-Württemberg,Germany,Central,OFF-AR-10000319,Office Supplies,Art,"Binney & Smith Canvas, Fluorescent",368.34,7,0,69.93
ES-2015-5693005,42317,42317,Same Day,AG-10495,Andrew Gjertsen,Corporate,Pforzheim,Baden-Württemberg,Germany,Central,OFF-LA-10004744,Office Supplies,Labels,"Smead Shipping Labels, Alphabetical",34.29,3,0,8.19
ES-2015-5693005,42317,42317,Same Day,AG-10495,Andrew Gjertsen,Corporate,Pforzheim,Baden-Württemberg,Germany,Central,FUR-BO-10004585,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Traditional",769.176,6,0.1,299.016
ES-2015-5693005,42317,42317,Same Day,AG-10495,Andrew Gjertsen,Corporate,Pforzheim,Baden-Württemberg,Germany,Central,FUR-FU-10003662,Furniture,Furnishings,"Tenex Door Stop, Erganomic",85.02,2,0,13.56
ES-2015-2719699,42341,42347,Standard Class,RM-19675,Robert Marley,Home Office,Villeurbanne,Auvergne-Rhône-Alpes,France,Central,OFF-AR-10003012,Office Supplies,Art,"Sanford Markers, Easy-Erase",70.56,3,0,1.35
ES-2015-1119145,42356,42363,Standard Class,JF-15490,Jeremy Farry,Consumer,Vienna,Vienna,Austria,Central,OFF-BI-10003724,Office Supplies,Binders,"Cardinal Index Tab, Economy",17.52,2,0,8.04
ES-2015-4509445,42074,42081,Standard Class,BT-11395,Bill Tyler,Corporate,Coventry,England,United Kingdom,North,OFF-FA-10001613,Office Supplies,Fasteners,"OIC Thumb Tacks, Bulk Pack",28.14,2,0,10.38
IT-2015-3462831,42181,42187,Standard Class,SP-20860,Sung Pak,Corporate,Stockholm,Stockholm,Sweden,North,OFF-FA-10002308,Office Supplies,Fasteners,"Accos Push Pins, Assorted Sizes",17.955,3,0.5,-17.325
ES-2015-1520567,42115,42121,Standard Class,SW-20275,Scott Williamson,Consumer,Potsdam,Brandenburg,Germany,Central,OFF-ST-10000430,Office Supplies,Storage,"Tenex File Cart, Blue",359.64,3,0.1,31.95
ES-2015-4709704,42270,42277,Standard Class,SS-20590,Sonia Sunley,Consumer,Munich,Bavaria,Germany,Central,OFF-AR-10002681,Office Supplies,Art,"Stanley Canvas, Fluorescent",304.38,6,0,97.38
ES-2015-4709704,42270,42277,Standard Class,SS-20590,Sonia Sunley,Consumer,Munich,Bavaria,Germany,Central,TEC-MA-10004897,Technology,Machines,"StarTech Calculator, White",115.11,3,0,2.25
ES-2015-3581861,42260,42266,Standard Class,TN-21040,Tanja Norvell,Home Office,Bergamo,Lombardy,Italy,South,OFF-BI-10003058,Office Supplies,Binders,"Acco Binder Covers, Economy",26.64,2,0,10.92
ES-2015-3581861,42260,42266,Standard Class,TN-21040,Tanja Norvell,Home Office,Bergamo,Lombardy,Italy,South,OFF-AR-10004303,Office Supplies,Art,"Stanley Markers, Blue",111,5,0,9.9
ES-2015-3581861,42260,42266,Standard Class,TN-21040,Tanja Norvell,Home Office,Bergamo,Lombardy,Italy,South,OFF-ST-10000952,Office Supplies,Storage,"Smead File Cart, Blue",152.964,2,0.4,-99.456
ES-2015-3832823,42073,42076,First Class,JL-15235,Janet Lee,Consumer,Madrid,Madrid,Spain,South,TEC-CO-10003525,Technology,Copiers,"Sharp Ink, Color",125.85,1,0,59.13
ES-2015-3832823,42073,42076,First Class,JL-15235,Janet Lee,Consumer,Madrid,Madrid,Spain,South,OFF-AR-10001110,Office Supplies,Art,"BIC Pencil Sharpener, Water Color",96.57,3,0,36.63
ES-2015-3832823,42073,42076,First Class,JL-15235,Janet Lee,Consumer,Madrid,Madrid,Spain,South,OFF-ST-10001576,Office Supplies,Storage,"Tenex Folders, Blue",104.49,5,0.1,26.64
ES-2015-3832823,42073,42076,First Class,JL-15235,Janet Lee,Consumer,Madrid,Madrid,Spain,South,OFF-EN-10004667,Office Supplies,Envelopes,"Kraft Interoffice Envelope, Set of 50",93.84,2,0,20.64
ES-2015-2911640,42184,42189,Standard Class,SC-20440,Shaun Chance,Corporate,Barcelona,Catalonia,Spain,South,FUR-BO-10001555,Furniture,Bookcases,"Bush Corner Shelving, Metal",246.9,2,0,34.56
ES-2015-4731879,42360,42362,Second Class,HG-14845,Harry Greene,Consumer,Manresa,Catalonia,Spain,South,OFF-AR-10000502,Office Supplies,Art,"BIC Highlighters, Easy-Erase",38.4,2,0,8.82
ES-2015-3876549,42162,42164,Second Class,SB-20185,Sarah Brown,Consumer,Cologne,North Rhine-Westphalia,Germany,Central,OFF-LA-10003827,Office Supplies,Labels,"Avery Color Coded Labels, 5000 Label Set",13.68,1,0,4.77
ES-2015-3249098,42129,42133,Standard Class,SF-20200,Sarah Foster,Consumer,London,England,United Kingdom,North,TEC-MA-10000161,Technology,Machines,"Okidata Inkjet, Wireless",1413.45,5,0.1,502.5
ES-2015-2969148,42228,42233,Standard Class,JM-15250,Janet Martin,Consumer,Parma,Emilia-Romagna,Italy,South,OFF-AP-10002568,Office Supplies,Appliances,"Hamilton Beach Toaster, Black",113.88,2,0,34.14
ES-2015-2969148,42228,42233,Standard Class,JM-15250,Janet Martin,Consumer,Parma,Emilia-Romagna,Italy,South,OFF-LA-10002733,Office Supplies,Labels,"Novimex File Folder Labels, Alphabetical",32.28,4,0,4.44
ES-2015-2969148,42228,42233,Standard Class,JM-15250,Janet Martin,Consumer,Parma,Emilia-Romagna,Italy,South,OFF-AR-10003658,Office Supplies,Art,"Boston Markers, Water Color",118.2,4,0,0
ES-2015-2969148,42228,42233,Standard Class,JM-15250,Janet Martin,Consumer,Parma,Emilia-Romagna,Italy,South,TEC-MA-10003326,Technology,Machines,"StarTech Calculator, Durable",48.096,2,0.4,-20.064
ES-2015-2969148,42228,42233,Standard Class,JM-15250,Janet Martin,Consumer,Parma,Emilia-Romagna,Italy,South,OFF-ST-10003956,Office Supplies,Storage,"Rogers Trays, Single Width",111.078,3,0.4,-61.182
ES-2015-2994694,42124,42128,Standard Class,SS-20140,Saphhira Shifley,Corporate,Cesena,Emilia-Romagna,Italy,South,OFF-AR-10001759,Office Supplies,Art,"Sanford Sketch Pad, Fluorescent",93.48,2,0,43.92
ES-2015-1001989,42075,42078,First Class,MF-17665,Maureen Fritzler,Corporate,Berlin,Berlin,Germany,Central,OFF-BI-10002570,Office Supplies,Binders,"Cardinal 3-Hole Punch, Clear",228.906,9,0.1,27.756
ES-2015-4335650,42368,42374,Standard Class,EC-14050,Erin Creighton,Consumer,Ghent,East Flanders,Belgium,Central,OFF-SU-10004980,Office Supplies,Supplies,"Acme Trimmer, Steel",87.96,2,0,19.32
ES-2015-1290469,42325,42329,Second Class,MY-18295,Muhammed Yedwab,Corporate,Calais,Hauts-de-France,France,Central,OFF-AR-10003658,Office Supplies,Art,"Boston Markers, Water Color",29.55,1,0,0
ES-2015-1290469,42325,42329,Second Class,MY-18295,Muhammed Yedwab,Corporate,Calais,Hauts-de-France,France,Central,TEC-MA-10004452,Technology,Machines,"Epson Receipt Printer, Durable",398.31,4,0.15,-37.53
ES-2015-1290469,42325,42329,Second Class,MY-18295,Muhammed Yedwab,Corporate,Calais,Hauts-de-France,France,Central,OFF-AR-10002805,Office Supplies,Art,"Boston Sketch Pad, Blue",97.2,2,0,41.76
IT-2015-4264595,42353,42357,Standard Class,TS-21340,Toby Swindell,Consumer,Rosny-sous-Bois,Ile-de-France,France,Central,TEC-MA-10004482,Technology,Machines,"StarTech Card Printer, Red",955.8675,7,0.15,-44.9925
IT-2015-4264595,42353,42357,Standard Class,TS-21340,Toby Swindell,Consumer,Rosny-sous-Bois,Ile-de-France,France,Central,TEC-PH-10003153,Technology,Phones,"Samsung Signal Booster, with Caller ID",232.203,2,0.15,-40.977
ES-2015-2867068,42276,42278,Second Class,LC-16885,Lena Creighton,Consumer,Cologne,North Rhine-Westphalia,Germany,Central,OFF-EN-10001147,Office Supplies,Envelopes,"Jiffy Clasp Envelope, Recycled",14.64,2,0,7.14
ES-2015-3737786,42235,42237,Second Class,PP-18955,Paul Prost,Home Office,Cologne,North Rhine-Westphalia,Germany,Central,TEC-CO-10003608,Technology,Copiers,"Canon Fax Machine, Color",639.66,2,0,159.9
IT-2015-4259846,42302,42306,Standard Class,HW-14935,Helen Wasserman,Corporate,Ferrara,Emilia-Romagna,Italy,South,TEC-PH-10000493,Technology,Phones,"Apple Smart Phone, Full Size",382.5,1,0.4,-76.5
ES-2015-5338028,42367,42371,Second Class,MH-18115,Mick Hernandez,Home Office,Turin,Piedmont,Italy,South,FUR-BO-10003541,Furniture,Bookcases,"Bush Classic Bookcase, Metal",1236.42,3,0,420.3
ES-2015-5338028,42367,42371,Second Class,MH-18115,Mick Hernandez,Home Office,Turin,Piedmont,Italy,South,OFF-BI-10003899,Office Supplies,Binders,"Avery 3-Hole Punch, Recycled",197.61,7,0,0
ES-2015-5338028,42367,42371,Second Class,MH-18115,Mick Hernandez,Home Office,Turin,Piedmont,Italy,South,OFF-BI-10002511,Office Supplies,Binders,"Avery 3-Hole Punch, Clear",136.65,5,0,17.7
ES-2015-5338028,42367,42371,Second Class,MH-18115,Mick Hernandez,Home Office,Turin,Piedmont,Italy,South,OFF-AR-10001759,Office Supplies,Art,"Sanford Sketch Pad, Fluorescent",233.7,5,0,109.8
ES-2015-5867473,42180,42184,Standard Class,AG-10900,Arthur Gainer,Consumer,Madrid,Madrid,Spain,South,OFF-AR-10000079,Office Supplies,Art,"Stanley Pencil Sharpener, Fluorescent",173.46,7,0,55.44
ES-2015-5867473,42180,42184,Standard Class,AG-10900,Arthur Gainer,Consumer,Madrid,Madrid,Spain,South,OFF-BI-10004644,Office Supplies,Binders,"Cardinal Index Tab, Durable",45.72,6,0,20.52
ES-2015-2399281,42164,42167,First Class,AH-10585,Angele Hood,Consumer,Ghent,East Flanders,Belgium,Central,OFF-AP-10002608,Office Supplies,Appliances,"Breville Toaster, Black",152.28,2,0,44.16
ES-2015-2399281,42164,42167,First Class,AH-10585,Angele Hood,Consumer,Ghent,East Flanders,Belgium,Central,TEC-PH-10002079,Technology,Phones,"Motorola Headset, with Caller ID",956.88,12,0,315.72
ES-2015-2954601,42220,42223,Second Class,GA-14515,George Ashbrook,Consumer,Passau,Bavaria,Germany,Central,TEC-PH-10000270,Technology,Phones,"Apple Office Telephone, VoIP",65.37,1,0,24.84
IT-2015-2556136,42319,42325,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,Santander,Cantabria,Spain,South,TEC-PH-10000437,Technology,Phones,"Cisco Signal Booster, VoIP",136.728,1,0.1,-6.102
IT-2015-2556136,42319,42325,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,Santander,Cantabria,Spain,South,OFF-AR-10000066,Office Supplies,Art,"Sanford Pens, Blue",22.2,2,0,5.28
IT-2015-2556136,42319,42325,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,Santander,Cantabria,Spain,South,FUR-CH-10001802,Furniture,Chairs,"Novimex Rocking Chair, Black",206.4,2,0.2,-20.64
IT-2015-2556136,42319,42325,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,Santander,Cantabria,Spain,South,OFF-BI-10003152,Office Supplies,Binders,"Avery Hole Reinforcements, Recycled",19.08,4,0,8.16
ES-2015-4514717,42194,42200,Standard Class,RS-19420,Ricardo Sperren,Corporate,Hamburg,Hamburg,Germany,Central,OFF-AR-10000491,Office Supplies,Art,"Binney & Smith Pens, Water Color",60.48,4,0,21.72
ES-2015-4514717,42194,42200,Standard Class,RS-19420,Ricardo Sperren,Corporate,Hamburg,Hamburg,Germany,Central,OFF-ST-10001255,Office Supplies,Storage,"Fellowes Trays, Single Width",51.678,1,0.1,22.968
ES-2015-4514717,42194,42200,Standard Class,RS-19420,Ricardo Sperren,Corporate,Hamburg,Hamburg,Germany,Central,TEC-MA-10000473,Technology,Machines,"Konica Phone, Red",250.02,3,0,104.94
ES-2015-4514717,42194,42200,Standard Class,RS-19420,Ricardo Sperren,Corporate,Hamburg,Hamburg,Germany,Central,OFF-LA-10000604,Office Supplies,Labels,"Harbour Creations Color Coded Labels, Laser Printer Compatible",116.1,9,0,24.3
IT-2015-2421873,42352,42357,Standard Class,LH-17155,Logan Haushalter,Consumer,Amadora,Lisbon,Portugal,South,OFF-AP-10001178,Office Supplies,Appliances,"KitchenAid Stove, Red",855.225,3,0.5,-376.335
IT-2015-2421873,42352,42357,Standard Class,LH-17155,Logan Haushalter,Consumer,Amadora,Lisbon,Portugal,South,OFF-BI-10000171,Office Supplies,Binders,"Wilson Jones Index Tab, Recycled",6.81,2,0.5,-3.03
ES-2015-2302372,42232,42232,Same Day,JF-15565,Jill Fjeld,Consumer,Whitley,England,United Kingdom,North,FUR-BO-10004199,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Pine",431.37,3,0,12.87
ES-2015-2302372,42232,42232,Same Day,JF-15565,Jill Fjeld,Consumer,Whitley,England,United Kingdom,North,OFF-BI-10004195,Office Supplies,Binders,"Wilson Jones Binding Machine, Clear",338.94,7,0,101.64
ES-2015-2302372,42232,42232,Same Day,JF-15565,Jill Fjeld,Consumer,Whitley,England,United Kingdom,North,FUR-BO-10001287,Furniture,Bookcases,"Dania Floating Shelf Set, Metal",168.81,1,0,64.14
ES-2015-2302372,42232,42232,Same Day,JF-15565,Jill Fjeld,Consumer,Whitley,England,United Kingdom,North,OFF-BI-10000179,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Economy",55.98,2,0,18.42
ES-2015-5265774,42261,42261,Same Day,AF-10885,Art Foster,Consumer,Brindisi,Apulia,Italy,South,OFF-AR-10001418,Office Supplies,Art,"BIC Markers, Easy-Erase",133.5,5,0,37.35
ES-2015-5265774,42261,42261,Same Day,AF-10885,Art Foster,Consumer,Brindisi,Apulia,Italy,South,OFF-BI-10001568,Office Supplies,Binders,"Ibico Binder Covers, Economy",27.3,2,0,3.78
ES-2015-1770042,42263,42267,Standard Class,CH-12070,Cathy Hwang,Home Office,Karlsruhe,Baden-Württemberg,Germany,Central,OFF-BI-10002894,Office Supplies,Binders,"Avery Binding Machine, Durable",251.7,5,0,15
ES-2015-1770042,42263,42267,Standard Class,CH-12070,Cathy Hwang,Home Office,Karlsruhe,Baden-Württemberg,Germany,Central,FUR-FU-10002521,Furniture,Furnishings,"Tenex Stacking Tray, Black",75.87,3,0,10.62
ES-2015-1770042,42263,42267,Standard Class,CH-12070,Cathy Hwang,Home Office,Karlsruhe,Baden-Württemberg,Germany,Central,OFF-SU-10003907,Office Supplies,Supplies,"Stiletto Letter Opener, Easy Grip",90,3,0,17.1
IT-2015-5348771,42340,42344,Standard Class,SC-20725,Steven Cartwright,Consumer,Paris,Ile-de-France,France,Central,OFF-ST-10001222,Office Supplies,Storage,"Eldon Shelving, Single Width",392.445,9,0.1,-43.605
IT-2015-5348771,42340,42344,Standard Class,SC-20725,Steven Cartwright,Consumer,Paris,Ile-de-France,France,Central,OFF-LA-10004774,Office Supplies,Labels,"Avery Shipping Labels, Alphabetical",11.67,1,0,3.6
ES-2015-2371090,42369,42371,First Class,BC-11125,Becky Castell,Home Office,Cheltenham,England,United Kingdom,North,OFF-FA-10003462,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Assorted Sizes",42.36,4,0,11.76
ES-2015-1705541,42065,42070,Standard Class,TS-21370,Todd Sumrall,Corporate,Cropton,England,United Kingdom,North,FUR-BO-10000259,Furniture,Bookcases,"Safco Classic Bookcase, Traditional",1314.45,3,0,341.73
ES-2015-1705541,42065,42070,Standard Class,TS-21370,Todd Sumrall,Corporate,Cropton,England,United Kingdom,North,FUR-CH-10002830,Furniture,Chairs,"Office Star Rocking Chair, Red",704.55,5,0,288.75
ES-2015-1705541,42065,42070,Standard Class,TS-21370,Todd Sumrall,Corporate,Cropton,England,United Kingdom,North,OFF-AR-10004151,Office Supplies,Art,"BIC Sketch Pad, Blue",194.64,4,0,34.92
ES-2015-1705541,42065,42070,Standard Class,TS-21370,Todd Sumrall,Corporate,Cropton,England,United Kingdom,North,OFF-AR-10004884,Office Supplies,Art,"Sanford Pens, Fluorescent",37.08,3,0,10.35
IT-2015-2459755,42120,42125,Standard Class,RM-19375,Raymond Messe,Consumer,Rotterdam,South Holland,Netherlands,Central,OFF-AR-10000980,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color",39.15,3,0.5,-18.81
ES-2015-1916591,42213,42218,Standard Class,DR-12880,Dan Reichenbach,Corporate,Reus,Catalonia,Spain,South,OFF-BI-10004712,Office Supplies,Binders,"Cardinal Hole Reinforcements, Clear",9.6,2,0,4.38
ES-2015-4154402,42178,42182,Standard Class,CV-12805,Cynthia Voltz,Corporate,Ludwigshafen am Rhein,Rhineland-Palatinate,Germany,Central,OFF-AR-10000491,Office Supplies,Art,"Binney & Smith Pens, Water Color",30.24,2,0,10.86
ES-2015-4154402,42178,42182,Standard Class,CV-12805,Cynthia Voltz,Corporate,Ludwigshafen am Rhein,Rhineland-Palatinate,Germany,Central,FUR-CH-10003355,Furniture,Chairs,"Harbour Creations Chairmat, Adjustable",469.287,7,0.1,145.887
ES-2015-4154402,42178,42182,Standard Class,CV-12805,Cynthia Voltz,Corporate,Ludwigshafen am Rhein,Rhineland-Palatinate,Germany,Central,FUR-BO-10002632,Furniture,Bookcases,"Sauder Corner Shelving, Pine",535.14,4,0.1,59.46
ES-2015-4154402,42178,42182,Standard Class,CV-12805,Cynthia Voltz,Corporate,Ludwigshafen am Rhein,Rhineland-Palatinate,Germany,Central,OFF-ST-10000127,Office Supplies,Storage,"Fellowes Shelving, Wire Frame",358.533,7,0.1,123.333
ES-2015-4154402,42178,42182,Standard Class,CV-12805,Cynthia Voltz,Corporate,Ludwigshafen am Rhein,Rhineland-Palatinate,Germany,Central,FUR-BO-10000847,Furniture,Bookcases,"Dania Stackable Bookrack, Mobile",218.862,2,0.1,82.662
ES-2015-4154402,42178,42182,Standard Class,CV-12805,Cynthia Voltz,Corporate,Ludwigshafen am Rhein,Rhineland-Palatinate,Germany,Central,OFF-AP-10004946,Office Supplies,Appliances,"KitchenAid Toaster, Black",228.825,3,0.1,50.805
ES-2015-4154402,42178,42182,Standard Class,CV-12805,Cynthia Voltz,Corporate,Ludwigshafen am Rhein,Rhineland-Palatinate,Germany,Central,OFF-AR-10003651,Office Supplies,Art,"Sanford Pencil Sharpener, Easy-Erase",27.09,1,0,13.53
ES-2015-4154402,42178,42182,Standard Class,CV-12805,Cynthia Voltz,Corporate,Ludwigshafen am Rhein,Rhineland-Palatinate,Germany,Central,TEC-PH-10003774,Technology,Phones,"Cisco Headset, with Caller ID",353.76,4,0,141.48
ES-2015-1702031,42183,42189,Standard Class,RP-19390,Resi Pölking,Consumer,Las Rozas de Madrid,Madrid,Spain,South,OFF-AR-10002433,Office Supplies,Art,"Stanley Pens, Easy-Erase",41.28,4,0,18.12
IT-2015-1289488,42291,42291,Same Day,DS-13030,Darrin Sayre,Home Office,Rotterdam,South Holland,Netherlands,Central,OFF-AR-10000502,Office Supplies,Art,"BIC Highlighters, Easy-Erase",19.2,2,0.5,-10.38
IT-2015-1289488,42291,42291,Same Day,DS-13030,Darrin Sayre,Home Office,Rotterdam,South Holland,Netherlands,Central,OFF-PA-10002196,Office Supplies,Paper,"Green Bar Message Books, Recycled",35.55,3,0.5,-9.99
IT-2015-1289488,42291,42291,Same Day,DS-13030,Darrin Sayre,Home Office,Rotterdam,South Holland,Netherlands,Central,OFF-AR-10001418,Office Supplies,Art,"BIC Markers, Easy-Erase",26.7,2,0.5,-11.76
ES-2015-5504927,42088,42091,First Class,TW-21025,Tamara Willingham,Home Office,Carcassonne,Languedoc-Roussillon-Midi-Pyrénées,France,Central,OFF-ST-10003995,Office Supplies,Storage,"Eldon File Cart, Single Width",230.256,2,0.1,20.436
ES-2015-5504927,42088,42091,First Class,TW-21025,Tamara Willingham,Home Office,Carcassonne,Languedoc-Roussillon-Midi-Pyrénées,France,Central,TEC-PH-10002564,Technology,Phones,"Motorola Signal Booster, Full Size",245.514,2,0.15,2.874
ES-2015-5504927,42088,42091,First Class,TW-21025,Tamara Willingham,Home Office,Carcassonne,Languedoc-Roussillon-Midi-Pyrénées,France,Central,OFF-BI-10003951,Office Supplies,Binders,"Ibico 3-Hole Punch, Economy",152.25,5,0,76.05
ES-2015-5504927,42088,42091,First Class,TW-21025,Tamara Willingham,Home Office,Carcassonne,Languedoc-Roussillon-Midi-Pyrénées,France,Central,OFF-BI-10002894,Office Supplies,Binders,"Avery Binding Machine, Durable",453.06,9,0,27
ES-2015-2410472,42206,42206,Same Day,TH-21235,Tiffany House,Corporate,Vantaa,Uusimaa,Finland,North,OFF-SU-10003924,Office Supplies,Supplies,"Elite Trimmer, Steel",123.21,3,0,60.3
ES-2015-2410472,42206,42206,Same Day,TH-21235,Tiffany House,Corporate,Vantaa,Uusimaa,Finland,North,OFF-SU-10001879,Office Supplies,Supplies,"Acme Trimmer, High Speed",178.32,4,0,51.6
ES-2015-4184901,42247,42249,Second Class,AB-10015,Aaron Bergman,Consumer,Vicenza,Veneto,Italy,South,FUR-FU-10000039,Furniture,Furnishings,"Tenex Light Bulb, Duo Pack",75.96,4,0,9
ES-2015-4184901,42247,42249,Second Class,AB-10015,Aaron Bergman,Consumer,Vicenza,Veneto,Italy,South,OFF-SU-10002451,Office Supplies,Supplies,"Elite Letter Opener, High Speed",80.1,3,0,33.57
ES-2015-1443340,42116,42121,Standard Class,JS-16030,Joy Smith,Consumer,Elx,Valenciana,Spain,South,OFF-BI-10000620,Office Supplies,Binders,"Wilson Jones Index Tab, Economy",38.7,6,0,9.9
